id,vehicle.age,vehicle.value,body,seats,drive,mpg,length,height,hp,engine.size,cylinders,fuel
LbKJmP,24,537,sedan,5,FWD,32,193,57,191,2.5,4,gasoline
InhWos,24,1956,suv,8,RWD,28,210,76,381,3.5,6,diesel
p2ZLML,16,2938,suv,5,AWD,23,189,68,250,2,4,gasoline
igcFOo,18,1403,suv,5,AWD,29,176,63,152,2,4,gasoline
2zDrOI,16,1546,suv,5,FWD,31,165,63,147,2,4,gasoline
qFoGdD,11,6882,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
r3eHpi,7,6526,suv,5,FWD,31,165,63,147,2,4,gasoline
gV1jgU,11,3785,suv,5,AWD,25,161,65,166,2,4,gasoline
1mXufh,10,5047,suv,5,AWD,29,176,63,152,2,4,gasoline
RDvTYk,11,6882,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
VhLdgD,23,504,suv,5,FWD,33,169,63,122,1.6,4,gasoline
0yhkYC,4,12655,suv,5,FWD,28,180,63,158,2,4,gasoline
R1N13K,12,8063,suv,8,RWD,21,208,77,332,6,8,gasoline/hybrid
y44T0u,25,458,sedan,5,FWD,51,183,57,146,2,4,diesel
Y2HH0E,20,897,sub,5,awd,25,161,NA,166,2,4,gasoline
4ptfLH,7,9788,suv,5,FWD,43,171,65,118,1.2,3,diesel
OcbUjG,9,6160,suv,5,FWD,30,171,65,137,1.2,3,gasoline
xCBNjr,8,7785,suv,5,FWD,41,180,63,136,2,4,diesel
icpdZo,9,6871,suv,5,AWD,42,176,63,131,2,4,diesel
xRO1bS,15,2722,suv,5,FWD,43,171,65,118,1.2,3,diesel
3qdgTY,4,13182,sedan,5,FWD,30,194,58,160,1.5,4,gasoline
11zyQo,14,2661,suv,5,AWD,29,176,63,152,2,4,gasoline
tOGmuI,24,967,sedan,5,RWD,29,185,55,225,2,4,gasoline/hybrid
vkWSef,12,3812,sedan,5,FWD,45,184,57,165,2.5,4,diesel
TyYiwG,15,4899,suv,8,RWD,21,205,75,332,6,8,gasoline/hybrid
3GRLkr,13,2748,sedan,5,FWD,35,183,57,169,2,4,gasoline
N0zKUd,3,24751,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
NAZp2x,9,6871,sedan,5,FWD,46,193,57,165,2.5,4,diesel
Qf2fIU,15,NA,sesan,5,fwd,31,184,57,191,2.5,4,gasoline
KUHP21,1,32381,sub,5,awd,23,189,68,250,2,NA,gasoline
UXfYHE,20,938,sedan,5,FWD,31,184,57,191,2.5,4,gasoline
BHrBGc,3,33414,suv,8,RWD,21,205,75,332,6,8,gasoline/hybrid
YWanej,5,10335,suv,5,FWD,45,165,63,127,2,4,diesel
Pubtmg,6,7658,sedan,5,FWD,52,173,57,103,1.6,4,diesel
KNXXyn,14,8410,suv,8,RWD,19,210,76,440,3.5,6,gasoline
rLX4OR,10,4846,suv,5,FWD,28,180,63,158,2,4,gasoline
2VtccO,5,8987,suv,5,FWD,33,169,63,122,1.6,4,gasoline
PFxxV0,21,938,sedan,5,FWD,32,196,57,192,1.5,4,gasoline
yvQrYI,13,1999,sedan,5,FWD,34,164,60,110,1.6,4,gasoline
jxAj31,2,29046,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
hPBcpJ,23,404,sedan,5,FWD,34,164,60,110,1.6,4,gasoline
CjrXZZ,18,1403,sedan,5,AWD,30,191,59,182,2.5,4,gasoline
VGVApb,13,4997,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
EAWVPr,13,2249,sedan,5,FWD,36,161,60,130,1.5,4,gasoline
AVpWFo,14,2342,suv,5,AWD,25,161,65,166,2,4,gasoline
gTZh0s,13,6871,suv,8,RWD,20,210,77,380,3.5,6,gasoline
nUmkVW,8,6117,sedan,5,FWD,35,183,57,169,2,4,gasoline
jAwBDw,19,1100,suv,5,FWD,45,165,63,127,2,4,diesel
PSJfej,8,10565,suv,5,AWD,23,189,68,250,2,4,gasoline
YneHmC,23,454,sedan,5,FWD,31,179,58,160,2,4,flex
L3yavO,9,14690,suv,8,RWD,31,205,75,287,6,8,diesel
C0rAqN,15,7167,suv,8,RWD,19,210,76,440,3.5,6,gasoline
hnjAzM,13,6871,suv,8,RWD,21,208,77,332,6,8,gasoline/hybrid
M4OOJE,6,6892,sedan,5,FWD,31,179,58,160,2,4,flex
C1YIo4,22,770,suv,5,FWD,30,171,65,137,1.2,3,gasoline
sv0Lam,19,957,suv,5,FWD,33,169,63,122,1.6,4,gasoline
pirbiY,6,9572,sedan,5,AWD,30,191,59,182,2.5,4,gasoline
wfftbH,20,734,sedan,5,FWD,31,179,58,160,2,4,flex
LkkfkG,20,815,suv,5,FWD,31,165,63,147,2,4,gasoline
PTn1Cg,13,6871,suv,8,RWD,21,208,77,332,6,8,gasoline/hybrid
okvbNJ,28,283,sedan,5,FWD,30,194,58,160,1.5,4,gasoline
QunJGC,26,437,suv,5,FWD,41,180,63,136,2,4,diesel
fKGlGa,15,3447,suv,5,AWD,23,189,68,250,2,4,gasoline
IstzZi,13,3373,sedan,5,FWD,32,196,57,192,1.5,4,gasoline
BMFqxk,14,2342,suv,5,AWD,25,161,65,166,2,4,gasoline
2u0YVA,19,1244,suv,5,FWD,30,171,65,137,1.2,3,gasoline
QtCKem,5,8987,suv,5,FWD,31,165,63,147,2,4,gasoline
4CVjKs,3,24751,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
yvDMbK,14,2449,suv,5,FWD,48,169,63,105,1.6,4,diesel
JSLK14,2,10166,sedan,5,FWD,31,174,58,120,1.6,4,gasoline
e2SqQq,5,20669,suv,8,AWD,36,202,69,242,3.3,6,diesel
zqnwLh,6,9572,suv,5,AWD,29,176,63,152,2,4,gasoline
VDeNa3,10,4240,sedan,5,FWD,37,184,56,147,2,4,gasoline
akxUYy,14,2449,sedan,5,FWD,31,184,57,191,2.5,4,gasoline
gGt0ns,24,817,suv,5,AWD,23,189,68,250,2,4,gasoline
HW0L1v,17,3557,suv,8,RWD,21,205,75,332,6,8,gasoline/hybrid
AjoCAG,14,2874,sedan,5,FWD,32,196,57,192,1.5,4,gasoline
3EKVZe,1,15339,sedan,5,FWD,36,161,60,130,1.5,4,gasoline
qtlD4S,15,1542,sedan,5,FWD,36,173,57,120,1.6,4,gasoline
bkkKvi,8,6673,suv,5,FWD,28,180,63,158,2,4,gasoline
MbGyUi,21,695,suv,5,FWD,33,169,63,122,1.6,4,gasoline
2JbxUr,17,2635,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
HlnLDa,14,2981,suv,5,FWD,41,180,63,136,2,4,diesel
qfyRKD,2,27594,suv,5,AWD,23,189,68,250,2,4,gasoline
ZwTuBI,26,343,suv,5,AWD,25,161,65,166,2,4,gasoline
zaCWGG,16,1855,suv,5,FWD,28,180,63,158,2,4,gasoline
icz0Hf,13,3123,suv,5,AWD,36,161,65,143,2,4,diesel
GOYrpm,10,8076,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
dsKyNl,7,8157,suv,5,AWD,36,161,65,143,2,4,diesel
ugsVNG,14,4791,sedan,5,RWD,29,185,55,225,2,4,gasoline/hybrid
GYUusZ,19,861,sedan,5,FWD,31,179,58,160,2,4,flex
EyF4Tj,15,2722,suv,5,FWD,43,171,65,118,1.2,3,diesel
HoOydP,16,1623,sedan,5,FWD,37,184,56,147,2,4,gasoline
3zuIAN,4,11600,sedan,5,FWD,35,183,57,169,2,4,gasoline
JxtrLB,8,NA,sub,5,awd,23,189,68,250,2,4,gasoline
MsycMC,18,1123,suv,5,FWD,31,165,63,147,2,4,gasoline
o1h3Ra,12,8063,suv,8,RWD,20,210,77,380,3.5,6,gasoline
O0M2dE,17,2635,sedan,5,AWD,28,187,56,201,2,4,gasoline/hybrid
TKMjAl,8,5005,sedan,5,FWD,36,161,60,130,1.5,4,gasoline
2SKHkU,1,24712,sedan,5,AWD,43,191,59,157,2.5,4,diesel
O2ldBt,13,3248,suv,5,FWD,30,171,65,137,1.2,3,gasoline
FwyeYx,24,559,suv,5,FWD,30,171,65,137,1.2,3,gasoline
KZev1W,6,9572,suv,5,AWD,36,161,65,143,2,4,diesel
vb2yH0,18,1516,sedan,5,FWD,32,196,57,192,1.5,4,gasoline
yRSrHT,4,45874,convertible,4,RWD,23,193,54,315,3,6,gasoline
kQBvPS,21,729,sedan,5,FWD,37,184,56,147,2,4,gasoline
P2ikwk,18,954,sedan,5,FWD,36,173,57,120,1.6,4,gasoline
qzpiaj,5,35497,suv,8,RWD,19,210,76,440,3.5,6,gasoline
wciQhy,21,695,suv,5,FWD,31,165,63,147,2,4,gasoline
nYelCV,19,2966,suv,8,RWD,31,205,75,287,6,8,diesel
I4rk3X,6,5361,sedan,5,FWD,31,174,58,120,1.6,4,gasoline
O0ErK4,7,5220,sedan,5,FWD,34,164,60,110,1.6,4,gasoline
iYAyE2,8,10565,suv,5,AWD,23,189,68,250,2,4,gasoline
StKMpg,8,15014,suv,8,RWD,21,205,75,332,6,8,gasoline/hybrid
UYyOFF,12,5864,sedan,5,AWD,28,187,56,201,2,4,gasoline/hybrid
fZragq,4,13182,sedan,5,FWD,32,193,57,191,2.5,4,gasoline
04hHZY,8,8341,suv,5,FWD,43,171,65,118,1.2,3,diesel
yVuLuD,17,1515,suv,5,FWD,45,165,63,127,2,4,diesel
sFUp0F,3,24751,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
GnBiRd,8,8619,sedan,5,FWD,46,196,57,166,1.5,4,diesel
nceQIh,15,1633,sedan,5,FWD,31,179,58,160,2,4,flex
ETGEWn,3,23514,suv,5,AWD,23,189,68,250,2,4,gasoline
zBqAtr,5,9885,sedan,5,FWD,35,183,57,169,2,4,gasoline
TsEc3N,13,2748,suv,5,AWD,25,161,65,166,2,4,gasoline
vAFNiC,15,2087,sedan,5,FWD,31,184,57,191,2.5,4,gasoline
WQq0Jh,23,958,suv,5,AWD,23,189,68,250,2,4,gasoline
2BE3tb,7,6852,sedan,5,FWD,45,179,58,138,2,4,diesel
2wu1MU,8,6395,sedan,5,FWD,31,184,57,191,2.5,4,gasoline
UTtrur,6,15316,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
mXjvtV,12,3812,suv,5,FWD,30,171,65,137,1.2,3,gasoline
QcfTFi,11,15656,suv,8,RWD,28,210,76,381,3.5,6,diesel
zD1DFr,13,2998,sedan,5,FWD,53,184,56,127,2,4,diesel
HJOVHH,7,9462,sedan,5,FWD,43,194,58,138,1.5,4,diesel
MNNp4a,14,2449,suv,5,FWD,45,165,63,127,2,4,diesel
mZxaWk,12,3665,suv,5,AWD,29,176,63,152,2,4,gasoline
mQ0BC4,14,2342,sesan,5,fwd,35,NA,57,169,2,4,gasoline
WycxD0,5,8088,sedan,5,FWD,36,161,60,130,1.5,4,gasoline
Bt3qSS,18,1460,suv,5,FWD,30,171,65,137,1.2,3,gasoline
B0OnTF,2,18880,suv,5,FWD,30,171,65,137,1.2,3,gasoline
IQItqv,10,4846,suv,5,FWD,28,180,63,158,2,4,gasoline
AeZKZE,9,5923,sedan,5,AWD,30,191,59,182,2.5,4,gasoline
k2VbUD,15,1996,sedan,5,FWD,35,183,57,169,2,4,gasoline
fDQIwb,8,5839,sedan,5,FWD,37,184,56,147,2,4,gasoline
Ebnwi1,29,212,sedan,5,FWD,35,183,57,169,2,4,gasoline
JS2euk,22,592,suv,5,FWD,31,165,63,147,2,4,gasoline
PuBEfs,4,24255,suv,8,AWD,36,202,69,242,3.3,6,diesel
tLbxnq,4,8437,sedan,5,FWD,34,164,60,110,1.6,4,gasoline
r2bscL,5,13480,suv,5,FWD,43,171,65,118,1.2,3,diesel
rMd3Jy,14,2342,suv,5,AWD,25,161,65,166,2,4,gasoline
DHXZih,9,14690,suv,8,RWD,31,205,75,287,6,8,diesel
cNQZL0,9,5923,sedan,5,AWD,30,191,59,182,2.5,4,gasoline
FVi3dG,4,45874,convertible,4,RWD,23,193,54,315,3,6,gasoline
YejAiG,2,18154,suv,5,AWD,29,176,63,152,2,4,gasoline
13ysT3,10,4846,suv,5,FWD,28,180,63,158,2,4,gasoline
RvCSMY,15,2268,sedan,5,FWD,30,194,58,160,1.5,4,gasoline
bbKZZO,22,1598,suv,8,RWD,21,205,75,332,6,8,gasoline/hybrid
gD0rNR,10,5249,sedan,5,FWD,45,184,57,165,2.5,4,diesel
IGOBAd,18,1010,sedan,5,FWD,36,161,60,130,1.5,4,gasoline
gtQhot,9,5923,sedan,5,AWD,30,191,59,182,2.5,4,gasoline
sdlNSy,19,1913,sedan,5,AWD,28,187,56,201,2,4,gasoline/hybrid
pQx2pJ,3,23514,suv,5,AWD,23,189,68,250,2,4,gasoline
e3O0Mp,21,868,suv,5,AWD,29,176,63,152,2,4,gasoline
QIQQWz,10,4038,suv,5,FWD,33,169,63,122,1.6,4,gasoline
FPkAWr,20,856,sedan,5,FWD,37,184,56,147,2,4,gasoline
WyQSDA,11,3097,sedan,5,FWD,31,179,58,160,2,4,flex
dL4dwL,13,3123,suv,5,AWD,29,176,63,152,2,4,gasoline
oY2L1Z,8,8063,sedan,5,FWD,43,194,58,138,1.5,4,diesel
aUFfdJ,2,18154,suv,5,AWD,29,176,63,152,2,4,gasoline
gvPCF4,5,24264,suv,8,RWD,21,205,75,332,6,8,gasoline/hybrid
SNnmIl,23,656,suv,5,FWD,30,171,65,137,1.2,3,gasoline
lrTouo,12,2639,sedan,5,FWD,31,179,58,160,2,4,flex
CIfFT4,17,1317,suv,5,FWD,31,165,63,147,2,4,gasoline
LrbsWQ,11,4301,suv,5,AWD,29,176,63,152,2,4,gasoline
PODgmJ,6,8041,sedan,5,FWD,37,184,56,147,2,4,gasoline
Awfugl,21,799,suv,5,FWD,45,165,63,127,2,4,diesel
yKCCha,18,1291,suv,5,FWD,48,169,63,105,1.6,4,diesel
rsTP2q,11,6538,suv,5,AWD,23,189,68,250,2,4,gasoline
y1vueT,14,2449,suv,5,FWD,45,165,63,127,2,4,diesel
bEHLSO,12,2639,sedan,5,FWD,36,161,60,130,1.5,4,gasoline
wwfZaA,18,1403,sedan,5,FWD,32,193,57,191,2.5,4,gasoline
XPVJHs,17,1449,suv,5,AWD,25,161,65,166,2,4,gasoline
zxucFP,5,28308,suv,8,RWD,29,210,77,329,3.5,6,diesel
mbC4oh,28,453,suv,8,AWD,25,202,69,280,3.3,6,gasoline
QtIL3h,13,2873,suv,5,FWD,48,169,63,105,1.6,4,diesel
QhaEeY,19,1052,suv,5,AWD,25,161,65,166,2,4,gasoline
jfUZOX,28,623,suv,8,RWD,20,210,77,380,3.5,6,gasoline
0pQMFd,5,9885,suv,5,AWD,25,161,65,166,2,4,gasoline
btWGEa,8,5005,sedan,5,FWD,49,164,60,95,1.6,4,diesel
ipzYEh,8,5561,suv,5,FWD,31,165,63,147,2,4,gasoline
hAo2FC,7,13051,sedan,5,FWD,25,195,56,272,2,4,gasoline
oWpTrn,4,29001,suv,8,RWD,20,210,77,380,3.5,6,gasoline
wDSQhK,2,14523,suv,5,FWD,33,169,63,122,1.6,4,gasoline
vWOrgf,7,8483,suv,5,FWD,30,171,65,137,1.2,3,gasoline
yxtoWf,8,4727,sedan,5,FWD,36,173,57,120,1.6,4,gasoline
YsywNr,10,5855,sedan,5,AWD,43,191,59,157,2.5,4,diesel
xZkINi,6,9572,sedan,5,FWD,30,194,58,160,1.5,4,gasoline
CrvE3E,9,9477,sedan,5,FWD,25,195,56,272,2,4,gasoline
NANZqP,9,4739,suv,5,FWD,31,165,63,147,2,4,gasoline
PyUjmh,10,4442,sedan,5,FWD,35,183,57,169,2,4,gasoline
shiEKr,12,3665,suv,5,AWD,29,176,63,152,2,4,gasoline
sZxmZY,4,21092,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
DGsvj4,26,265,sedan,5,FWD,36,173,57,120,1.6,4,gasoline
HLK4MV,25,824,sedan,5,RWD,29,185,55,225,2,4,gasoline
XZMJTV,13,6746,suv,8,RWD,21,205,75,332,6,8,gasoline/hybrid
pVcxZr,22,710,suv,5,FWD,28,180,63,158,2,4,gasoline
0MwJIe,23,454,sedan,5,FWD,36,161,60,130,1.5,4,gasoline
Oti2CK,14,2661,sedan,5,FWD,51,183,57,146,2,4,diesel
XRZgjl,14,2449,sedan,5,FWD,31,184,57,191,2.5,4,gasoline
sufFyj,9,5923,sedan,5,FWD,30,194,58,160,1.5,4,gasoline
J00inO,16,1546,suv,5,FWD,31,165,63,147,2,4,gasoline
GUxD2G,20,1060,suv,5,FWD,30,171,65,137,1.2,3,gasoline
fYw0KT,9,4975,sedan,5,FWD,37,184,56,147,2,4,gasoline
V4WDQh,19,1292,sedan,5,FWD,32,196,57,192,1.5,4,gasoline
X4Ntlk,8,12790,suv,8,AWD,36,202,69,242,3.3,6,diesel
wtQaGM,10,4240,sedan,5,FWD,37,184,56,147,2,4,gasoline
KHBrNW,3,11138,sedan,5,FWD,36,161,60,130,1.5,4,gasoline
0jvjix,7,15009,suv,8,AWD,36,202,69,242,3.3,6,diesel
Hedtlj,15,2268,suv,5,AWD,36,161,65,143,2,4,diesel
bWVVjo,11,7914,sedan,5,FWD,36,195,56,235,2,4,diesel
sGTou1,4,10546,suv,5,FWD,33,169,63,122,1.6,4,gasoline
XRyhdC,5,17075,suv,5,AWD,23,189,68,250,2,4,gasoline
P0STha,25,366,suv,5,FWD,33,169,63,122,1.6,4,gasoline
myphnL,20,1060,sub,5,fwd,NA,171,65,137,1.2,3,gasoline
3eemPZ,11,6538,suv,5,AWD,23,189,68,250,2,4,gasoline
0caWQA,13,3623,sedan,5,FWD,43,194,58,138,1.5,4,diesel
nbVqVj,10,5047,sedan,5,FWD,30,194,58,160,1.5,4,gasoline
GjadwH,18,1403,sedan,5,AWD,30,191,59,182,2.5,4,gasoline
oN1UGX,21,1389,sedan,5,AWD,28,187,56,201,2,4,gasoline/hybrid
0ciskl,26,858,suv,8,RWD,20,210,77,380,3.5,6,gasoline
FJuBAo,5,9885,suv,5,AWD,25,161,65,166,2,4,gasoline
OABB2w,14,2449,sedan,5,FWD,31,184,57,191,2.5,4,gasoline
YDWsva,12,3812,suv,5,FWD,30,171,65,137,1.2,3,gasoline
2FmLfg,19,1196,sedan,5,AWD,30,191,59,182,2.5,4,gasoline
xDV2lr,3,12994,sedan,5,FWD,37,184,56,147,2,4,gasoline
ADHwrN,5,17973,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
UXHyyl,10,4240,sedan,5,FWD,37,184,56,147,2,4,gasoline
cPXCCB,13,9869,suv,8,RWD,19,210,76,440,3.5,6,gasoline
GwybDJ,11,5161,suv,5,FWD,43,171,65,118,1.2,3,diesel
yjMNQO,10,7672,suv,5,AWD,23,189,68,250,2,4,gasoline
hIOiyY,14,2129,suv,5,FWD,33,169,63,122,1.6,4,gasoline
ajUXGE,3,24751,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
rfjAhJ,5,20220,sedan,5,RWD,29,185,55,225,2,4,gasoline/hybrid
PXQFMY,20,1182,suv,5,AWD,42,176,63,131,2,4,diesel
WBubGC,8,6951,suv,5,AWD,29,176,63,152,2,4,gasoline
W2rNIA,1,17895,sedan,5,FWD,37,184,56,147,2,4,gasoline
Gkbg0U,13,6871,suv,8,RWD,20,210,77,380,3.5,6,gasoline
2WxTiJ,2,18154,sedan,5,FWD,32,193,57,191,2.5,4,gasoline
KdbLEL,27,226,sedan,5,FWD,36,173,57,120,1.6,4,gasoline
nLSeRc,8,11121,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
fanrjY,3,15470,sedan,5,FWD,32,193,57,191,2.5,4,gasoline
uDawlS,7,8483,suv,5,FWD,30,171,65,137,1.2,3,gasoline
zHrvCh,10,5047,suv,5,AWD,29,176,63,152,2,4,gasoline
dOK0Lr,13,2249,sedan,5,FWD,31,179,58,160,2,4,flex
dQi4zq,23,656,suv,5,FWD,30,171,65,137,1.2,3,gasoline
MM0btX,1,21304,sedan,5,FWD,51,183,57,146,2,4,diesel
sEfSml,26,375,suv,5,FWD,28,180,63,158,2,4,gasoline
JNHlsl,17,2042,sedan,5,FWD,46,196,57,166,1.5,4,diesel
rRCAry,6,9955,suv,5,FWD,30,171,65,137,1.2,3,gasoline
4ihVuG,7,20556,suv,8,RWD,31,208,77,287,6,8,diesel
kRrKJN,3,24751,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
0ne4qF,18,1347,sedan,5,FWD,53,184,56,127,2,4,diesel
TKBBcJ,11,4301,sedan,5,FWD,32,193,57,191,2.5,4,gasoline
HiPolz,14,1916,sedan,5,FWD,31,179,58,160,2,4,flex
q4BFkZ,8,11121,sedan,5,FWD,25,195,56,272,2,4,gasoline
itOjTc,9,5923,sedan,5,AWD,30,191,59,182,2.5,4,gasoline
ZQQq20,11,4129,sedan,5,FWD,53,184,56,127,2,4,diesel
Jia2XR,20,938,sedan,5,FWD,31,184,57,191,2.5,4,gasoline
rXlUyb,14,2555,suv,5,FWD,28,180,63,158,2,4,gasoline
MtvIti,25,385,sedan,5,FWD,37,184,56,147,2,4,gasoline
4GfldY,28,261,sedan,5,FWD,31,184,57,191,2.5,4,gasoline
nzIbXS,5,7639,sedan,5,FWD,36,173,57,120,1.6,4,gasoline
RgGjlY,13,3248,suv,5,FWD,30,171,65,137,1.2,3,gasoline
BB4oTv,10,3634,sedan,5,FWD,36,161,60,130,1.5,4,gasoline
tSXa3H,12,2932,suv,5,FWD,31,165,63,147,2,4,gasoline
kB0SrV,9,4739,suv,5,FWD,31,165,63,147,2,4,gasoline
tVyz3F,15,2359,suv,5,FWD,30,171,65,137,1.2,3,gasoline
jcCJ3e,10,5047,suv,5,AWD,29,176,63,152,2,4,gasoline
HkHfgO,5,17973,sedan,5,FWD,25,195,56,272,2,4,gasoline
FZBFLY,11,6538,suv,5,AWD,23,189,68,250,2,4,gasoline
vmezIj,9,13031,suv,8,RWD,21,208,77,332,6,8,gasoline/hybrid
SBhmK2,3,12376,suv,5,FWD,31,165,63,147,2,4,gasoline
Ib4DyG,2,14523,suv,5,FWD,31,165,63,147,2,4,gasoline
lU0ToN,18,2245,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
lkUXWh,2,15975,sedan,5,FWD,35,183,57,169,2,4,gasoline
cCMXDk,6,9572,suv,5,AWD,29,176,63,152,2,4,gasoline
rmw1aY,12,2932,suv,5,FWD,31,165,63,147,2,4,gasoline
IEclvY,11,6882,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
WttXWv,15,1996,suv,5,AWD,25,161,65,166,2,4,gasoline
wkQDId,17,1449,suv,5,AWD,25,161,65,166,2,4,gasoline
fDoM1C,16,2242,suv,5,AWD,42,176,63,131,2,4,diesel
tKdvCm,8,3893,sedan,5,FWD,31,174,58,120,1.6,4,gasoline
PqdQJI,12,2639,sedan,5,fwd,36,161,NA,130,1.5,4,gasoline
gBOiJA,7,13051,sedan,5,AWD,28,187,56,201,2,4,gasoline/hybrid
aHP20U,25,1007,suv,8,RWD,21,208,77,332,6,8,gasoline
XAkMIg,5,8088,sesan,5,fwd,31,NA,58,160,2,4,flex
KTXCvS,21,938,sedan,5,FWD,32,196,57,192,1.5,4,gasoline
yIJHhQ,26,593,suv,5,AWD,23,189,68,250,2,4,gasoline
NjqlmY,3,38983,suv,8,RWD,29,210,77,329,3.5,6,diesel
SLsNVm,14,5855,suv,8,RWD,21,208,77,332,6,8,gasoline/hybrid
FLFvYR,25,476,suv,5,FWD,30,171,65,137,1.2,3,gasoline
fDsJ4d,14,2236,sedan,5,FWD,45,179,58,138,2,4,diesel
FqIceS,14,4684,suv,5,AWD,33,189,68,216,2,4,diesel
qYdlwJ,10,4038,suv,5,FWD,31,165,63,147,2,4,gasoline
TGkbdY,9,5686,suv,5,FWD,28,180,63,158,2,4,gasoline
hKBrNz,12,3812,suv,5,FWD,30,171,65,137,1.2,3,gasoline
2inw0M,4,8964,sedan,5,FWD,36,173,57,120,1.6,4,gasoline
maCjYu,6,14550,suv,5,AWD,23,189,68,250,2,4,gasoline
4hWGti,5,10335,suv,5,FWD,48,169,63,105,1.6,4,diesel
GRloFN,8,12790,suv,8,AWD,36,202,69,242,3.3,6,diesel
4HfDIa,16,1701,suv,5,AWD,25,161,65,166,2,4,gasoline
gvkV24,15,2268,sedan,5,FWD,51,183,57,146,2,4,diesel
BZinzv,5,11233,sedan,5,AWD,30,191,59,182,2.5,4,gasoline
IvIShf,25,440,suv,5,FWD,28,180,63,158,2,4,gasoline
HCONxV,7,17619,suv,8,RWD,21,205,75,332,6,8,gasoline/hybrid
uVSAVL,7,13051,suv,8,AWD,25,202,69,280,3.3,6,gasoline/hybrid
ge4GzP,8,6951,sedan,5,FWD,32,193,57,191,2.5,4,gasoline
OJaRaU,9,5923,suv,5,AWD,29,176,63,152,2,4,gasoline
D1F0IF,20,978,suv,5,FWD,28,180,63,158,2,4,gasoline
cSkWeu,8,10565,suv,5,AWD,23,189,68,250,2,4,gasoline
nKVz0R,NA,1052,sesan,5,fwd,35,183,57,169,2,4,gasoline
zLFAY1,22,770,suv,5,FWD,30,171,65,137,1.2,3,gasoline
onnXyA,9,11609,sedan,5,RWD,23,182,56,320,3,6,gasoline
SOAFqc,12,7184,sedan,5,RWD,23,182,56,320,3,6,gasoline
cMKMHv,10,5047,suv,5,AWD,29,176,63,152,2,4,gasoline
yJJhnk,15,1814,suv,5,FWD,33,169,63,122,1.6,4,gasoline
bdIuI2,4,11073,sedan,5,FWD,37,184,56,147,2,4,gasoline
aS4W1g,16,1701,suv,5,AWD,25,161,65,166,2,4,gasoline
A4kC3D,7,5873,sedan,5,FWD,36,161,60,130,1.5,4,gasoline
FWqdWE,12,5571,suv,5,AWD,23,189,68,250,2,4,gasoline
BfZi04,4,13710,suv,5,FWD,30,171,65,137,1.2,3,gasoline
dYoHJo,8,7229,suv,5,FWD,30,171,65,137,1.2,3,gasoline
ZyuDJq,18,5108,suv,8,RWD,28,210,76,381,3.5,6,diesel
gqw0hb,13,2249,sedan,5,FWD,36,161,60,130,1.5,4,gasoline
Z4SVgq,3,15470,sedan,5,FWD,30,194,58,160,1.5,4,gasoline
WEWHhd,11,4301,sedan,5,AWD,30,191,59,182,2.5,4,gasoline
lu31se,19,1196,sedan,5,AWD,30,191,59,182,2.5,4,gasoline
Bp4PcM,8,10565,suv,5,AWD,23,189,68,250,2,4,gasoline
p0mzaK,10,5047,sedan,5,FWD,32,193,57,191,2.5,4,gasoline
LZaIWx,20,938,suv,5,FWD,48,169,63,105,1.6,4,diesel
TttqJH,5,9436,sedan,5,FWD,37,184,56,147,2,4,gasoline
IIkC31,16,1623,sedan,5,FWD,45,179,58,138,2,4,diesel
sccAWp,24,537,suv,5,AWD,29,176,63,152,2,4,gasoline
so0PSD,13,6122,sedan,5,RWD,23,182,56,320,3,6,gasoline
wJomGL,4,28474,suv,8,RWD,21,205,75,332,6,8,gasoline/hybrid
eyq2uU,26,702,sedan,5,RWD,29,185,55,225,2,4,gasoline
xUk1Ve,8,21965,suv,8,RWD,19,210,76,440,3.5,6,gasoline
tYQWWd,12,9090,suv,8,RWD,31,205,75,287,6,8,diesel
eSvtWS,11,3613,sedan,5,FWD,45,179,58,138,2,4,diesel
VcTT0c,13,3123,suv,5,AWD,29,176,63,152,2,4,gasoline
aXVo2G,10,4240,sesan,5,fwd,37,184,NA,147,2,4,gasoline
uEsQdJ,6,8424,sedan,5,FWD,35,183,57,169,2,4,gasoline
bbnzkn,7,9788,suv,5,FWD,43,171,65,118,1.2,3,diesel
PP2trz,12,9090,suv,8,RWD,31,205,75,287,6,8,diesel
O1YbGU,13,3248,suv,5,FWD,30,171,65,137,1.2,3,gasoline
