id,nb.rb,exposure,year
CNJCED,RB,0.5,2020
gDrjdr,RB,1,2020
h0GWQv,NB,1,2022
gCbAcY,RB,1,2021
aFxkmA,RB,0.5,2020
skQxfY,NB,1,2022
eEyxIN,RB,0.5,2018
VaH1Un,RB,0.5,2020
qpUAK1,RB,0.5,2021
lVmOtV,NB,1,2018
GwBzZN,RB,0.4166666666666667,2021
phG4Op,RB,1,2018
lmOGJC,RB,1,2021
RgWvhy,RB,1,2022
FfVvFN,RB,1,2019
rQgPOs,NB,0.9166666666666666,2020
hYN1mP,NB,1,2022
KBGAa0,NB,0.5,2021
KTexTx,RB,1,2021
CeocJT,RB,1,2019
ZzOOaz,RB,1,2022
VYSXCN,RB,0.5,2021
WLAOvh,RB,0.5,2019
qgsPTV,RB,1,2022
U4LW3C,NB,0.5,2019
WPze22,RB,0.5,2018
4DFtuc,RB,0.16666666666666666,2022
Sbe3Ah,RB,1,2022
PP0yve,RB,0.5,2021
xwlNQB,RB,0.5,2019
GkUpsn,RB,1,2022
hpuTlG,RB,1,2019
geOsWP,RB,1,2021
DzVbXR,RB,1,2020
ubBpgB,NB,1,2020
ImiEOS,NB,1,2022
hlAZNW,RB,1,2018
FKKufA,RB,1,2019
oiAWhn,NB,1,2021
me3lxa,NB,1,2022
4reBk0,RB,1,2021
TsQXYD,RB,1,2021
jQduje,RB,1,2021
DThq3f,RB,0.5,2021
Bh2ciN,RB,0.08333333333333333,2020
iq4TkD,RB,1,2022
zQIbUd,NB,1,2022
ubhSEA,RB,0.5,2018
UtYapL,RB,0.5,2018
EjqQKq,RB,1,2021
GgNHef,RB,1,2019
ZLAvBH,RB,0.9166666666666666,2021
pFmn0L,NB,1,2021
FZ0YAa,NB,1,2021
Xdopum,RB,1,2019
mNlKUr,RB,1,2021
Rn11Gu,NB,1,2019
RySq4q,NB,1,2019
cFCzGB,RB,1,2019
AArJdQ,RB,1,2018
ULzZjT,NB,0.5,2019
IQIXRj,NB,1,2018
X0nETP,RB,0.16666666666666666,2019
SK0mPe,RB,0.75,2022
tFAnWi,RB,1,2019
MyULNr,RB,1,2022
Lu3yJv,RB,0.3333333333333333,2022
11cgb0,NB,1,2018
auewat,NB,1,2020
nOW20o,RB,1,2018
FTOxhq,NB,0.5,2021
Zv4whX,RB,1,2019
yjDcvL,NB,1,2021
ayedYE,NB,0.5,2019
NccKBk,RB,0.5,2021
rmUrIK,NB,0.5,2020
ElUfZ3,NB,1,2021
hmWol4,RB,1,2021
QICrHY,RB,1,2019
HdYXSE,NB,1,2022
RnLVAr,RB,0.5,2019
SLA0tx,RB,0.5,2022
vGlRkx,RB,1,2020
gGybmT,RB,1,2021
kRKqdc,RB,1,2021
XnT3xH,RB,0.5,2021
eoSuYl,RB,0.5,2018
ElANS0,NB,1,2018
Weviae,RB,0.5,2020
Anam33,RB,1,2019
NE3d2x,NB,0.5,2019
uKmnDJ,NB,0.75,2019
yRCiEu,NB,1,2020
1P332k,RB,1,2020
ZVjvzI,RB,1,2018
DeocFO,RB,0.5,2022
BvpijV,NB,0.5,2022
P1OFv1,RB,0.5,2021
0svSyB,RB,1,2019
zht2Ms,NB,0.5,2021
BRAK0S,RB,0.5,2018
UsVvaN,RB,1,2019
jSRrIp,RB,1,2021
RCEHAg,RB,1,2020
nKsZfj,RB,0.6666666666666666,2022
CBulQT,NB,1,2022
VLGzwO,RB,1,2022
dKPIRY,NB,1,2020
KHtUxb,RB,1,2018
iARPgW,NB,1,2022
EnwWn2,RB,0.5,2019
IRNZuQ,RB,1,2020
egSbXT,RB,1,2020
wujbXM,RB,1,2018
OtNZSY,NB,1,2021
HWoMTn,RB,1,2020
gDWJGF,RB,1,2020
PCMQnA,RB,1,2022
FxmzFE,RB,1,2018
AAoTWp,RB,1,2021
Rp4RPB,RB,0.5,2020
Rrj4zP,RB,1,2020
0TvqMd,RB,1,2021
vVgRQg,RB,1,2021
QjFBVi,RB,0.5,2021
A1LYdR,NB,0.3333333333333333,2020
aHRPYq,RB,0.5,2018
idTKxD,NB,1,2019
zvAYxY,RB,1,2018
qxtier,NB,0.25,2019
CEIbYb,NB,1,2022
OlOmtE,RB,1,2022
iLLNeY,RB,0.8333333333333334,2020
TUvCiK,RB,1,2021
KDCedO,RB,1,2022
WBzwsX,NB,0.3333333333333333,2020
OsVUch,RB,1,2020
wvtjnS,NB,1,2022
ZDmMPe,RB,1,2022
ouitT4,RB,1,2018
HCbWWD,RB,1,2022
EnweFr,NB,0.9166666666666666,2019
VFyLNI,NB,1,2018
zrtlH3,RB,1,2018
1orG1z,RB,1,2022
KHNsRf,RB,0.5,2022
lYAWvG,RB,0.5,2019
0NiMcf,NB,0.5,2022
hifYJ4,NB,1,2020
4GXoPK,NB,1,2020
mpX222,NB,0.16666666666666666,2022
STbr4Y,RB,1,2020
AQyIFu,RB,1,2019
HtNI2A,RB,1,2021
kgZ4Aj,RB,0.5,2020
qwWbAa,RB,0.5,2019
ogiWK4,RB,0.5,2020
gNFfu3,RB,0.6666666666666666,2021
zmYkHI,RB,1,2022
kRumQW,RB,1,2022
tF3gwf,RB,0.5,2019
JmbekN,NB,1,2021
fREFMX,RB,1,2020
Qa4pRA,RB,0.8333333333333334,2022
jRfThI,NB,1,2019
tHdxQl,RB,0.5,2018
2tm0DU,RB,1,2022
urXlaD,RB,0.16666666666666666,2022
PpvZho,RB,0.5,2021
sJna0g,RB,1,2020
xulqYt,RB,1,2019
ZvGTLJ,NB,1,2018
1aCLME,NB,0.5,2022
A02YlN,RB,1,2020
AnF3rS,RB,1,2018
2jjReU,RB,1,2022
2qMOWw,RB,0.5,2019
ld2eOf,NB,0.5,2022
TrACQf,NB,1,2019
q24WTe,RB,1,2019
gswf1z,NB,1,2020
dT4wcj,NB,1,2020
iejELv,RB,1,2021
UkVUzD,NB,0.5,2019
AqmIoo,RB,1,2022
DIuOGJ,RB,1,2020
X1pEWO,RB,0.5,2020
syIZTW,RB,1,2019
kTXpdt,RB,0.5,2018
MM2hZG,RB,1,2022
v0fMVq,NB,0.5,2020
CSEpbQ,NB,1,2018
fKLQBV,RB,0.5,2021
UWHbXK,NB,0.5,2022
ATotFX,RB,1,2021
szrfBj,NB,0.5833333333333334,2022
vbFGFh,RB,0.5,2018
l3YWSl,RB,1,2021
u4Mhay,NB,1,2021
kOUh0D,NB,0.5,2022
lQiWlV,RB,1,2022
Zv1ogj,RB,1,2022
PIEZi3,NB,0.5,2019
HYEAwj,NB,0.9166666666666666,2018
IyiPuK,RB,1,2021
OErCZ3,NB,0.5,2022
1fKx4c,RB,1,2019
3EZRbw,RB,1,2018
OCjTQl,NB,1,2020
0rNQBv,RB,0.8333333333333334,2018
pmmmeR,RB,1,2022
gNoHzE,NB,1,2021
VGrYYo,NB,1,2021
iDjDJg,RB,1,2020
bBRLZN,RB,1,2020
1PtLjB,RB,0.5,2022
NPBvIn,NB,1,2022
qVcnxc,RB,0.5,2022
jAhPkY,RB,1,2020
DyJjFY,NB,0.5,2022
L1jptS,NB,1,2020
jfcsXD,RB,1,2020
NCwlQC,RB,0.5,2022
z0kyXR,RB,0.08333333333333333,2018
taTQ4B,RB,0.5,2022
J4Gxsr,RB,0.5,2021
kUTVyY,NB,1,2020
SqTAXp,RB,0.5,2019
XDzwfW,NB,1,2020
PMXPgP,RB,1,2019
nuW1UW,RB,1,2021
N4GRwR,RB,0.5,2021
kmThsR,RB,1,2019
Fem3K3,RB,0.5,2022
0yMvGc,NB,0.5,2019
d0Z04c,RB,1,2021
ECO4MT,RB,1,2019
ozCUhL,RB,0.5,2022
lZyKZY,NB,1,2018
glwjEm,RB,1,2022
0Cbvxy,RB,1,2021
fAPmSW,NB,1,2020
ZBWkkA,RB,1,2022
ohCsBL,RB,1,2018
3fuuUg,NB,0.3333333333333333,2021
0eKY2L,RB,0.5,2020
HXpNQx,RB,0.5,2021
UCgJZA,NB,1,2021
zTxMUm,NB,1,2020
4lIsVB,RB,1,2021
lOtrYN,RB,1,2021
XlSVYm,NB,0.75,2022
KsfxAQ,RB,1,2021
R3b2gH,RB,0.5,2020
BYgso1,NB,1,2019
MIWbnD,NB,1,2022
kQVRMd,RB,0.5,2021
t1ueut,RB,0.5,2022
TOAJAz,NB,0.5,2018
fBfFcU,NB,1,2021
2BhwTf,RB,0.5,2022
EBTom1,RB,1,2022
enTNtm,NB,0.3333333333333333,2020
3Pc0Zt,RB,1,2022
DHaboU,RB,1,2021
ZaswfR,RB,1,2019
yEbpXh,RB,1,2022
cUMf1Y,RB,1,2022
LkhMWW,RB,1,2021
z0dvDF,RB,0.5,2022
EQ2oAz,NB,1,2018
qUFUWc,NB,1,2021
Gzqxii,RB,0.5,2022
NtsrwJ,NB,0.5,2021
VjKjfp,RB,1,2020
Mxzlgk,RB,1,2019
Q3dfSS,NB,1,2018
Bxx3H1,RB,1,2019
ts2BHQ,RB,1,2020
iGUn4y,NB,1,2022
SOxa1z,RB,1,2018
dRT43N,NB,1,2021
ema1pq,RB,1,2018
ERCBe1,RB,1,2021
3tOqUv,RB,0.5,2021
MZSzcB,RB,1,2021
0LJLvN,NB,0.5,2020
JeTlmA,RB,1,2018
RkRN2j,RB,1,2018
nZx42j,RB,1,2019
ZaZ4PS,NB,1,2019
nluNrc,NB,1,2020
HKYYHY,RB,1,2020
vMwpOX,RB,1,2022
0pa2zI,RB,1,2020
piGfYm,RB,1,2020
kLmj4M,RB,0.5,2018
mmGO0h,RB,0.6666666666666666,2021
tLTpLE,NB,1,2022
kJ0LPC,RB,1,2020
juxuUw,RB,0.5,2022
hfUYBq,RB,1,2022
Xn0VBM,RB,0.5,2022
XLMMRN,RB,1,2021
cZBXHF,RB,1,2019
lMrOBx,RB,1,2018
ItzsEi,RB,1,2021
OLmvu4,RB,0.8333333333333334,2022
pqYxXW,RB,0.5,2021
Slx2Hl,RB,1,2021
WYQpGp,RB,0.5,2021
OmvUQl,RB,0.5,2018
1ObcWS,RB,1,2020
ucfDuW,RB,1,2020
EVnTJK,RB,0.5,2021
D0ZJQX,RB,1,2020
kkuYLr,RB,1,2020
HrGagM,RB,0.75,2019
iNM1qz,NB,1,2020
vV2bNr,NB,0.5,2019
lUxMmm,RB,0.5,2021
jpxmOe,RB,0.5,2018
mWBvMh,RB,0.5,2021
1xXoyX,RB,0.5,2019
1tyhWK,RB,1,2018
FWca2v,RB,0.5,2018
1HTQbb,RB,0.5,2022
jReLYI,RB,1,2020
Mo2s2A,RB,1,2021
Gi0kWN,NB,0.5,2021
1NkkZc,NB,1,2021
VLsyJt,RB,1,2018
sjFFwe,NB,0.5,2019
k3zpzu,RB,0.5,2020
KJSnaO,RB,1,2018
rhpNVu,RB,1,2018
MvCIcE,RB,0.5,2020
4MZCWv,RB,0.5,2019
nL3nnP,NB,0.5,2020
ook1jm,RB,1,2018
PfwAP4,RB,1,2021
KAleJl,NB,1,2020
wmRlmR,RB,0.5,2022
LdyqGb,NB,0.25,2018
r43mZg,RB,0.5,2019
4dELGj,RB,1,2019
JMWtH4,RB,1,2021
z3oBKR,RB,0.6666666666666666,2022
zmGbQn,NB,1,2021
H0hyNt,RB,1,2019
Wn2kFG,RB,1,2021
UEj4Tg,NB,0.5,2022
nvEyd0,RB,0.9166666666666666,2019
PRAWgT,RB,1,2021
yjaNQA,RB,1,2022
bMIyxE,RB,0.5,2022
sBbTgX,RB,0.25,2021
qDqvOw,RB,1,2019
WkWRxB,NB,0.5,2022
KWErEg,NB,1,2022
aXt3OV,RB,0.9166666666666666,2019
3jPRrG,NB,0.5,2022
mem4OU,RB,0.5,2021
cIN1ic,RB,0.3333333333333333,2018
AE0yAR,RB,1,2021
iiaHeL,RB,1,2018
aZnE4D,NB,1,2018
kklpUO,NB,0.3333333333333333,2021
F3kdrU,RB,0.5,2021
rHHs3F,RB,0.5,2021
GMPSNw,RB,0.5,2021
Ii2oJZ,RB,0.5833333333333334,2021
QxbHFV,NB,0.9166666666666666,2020
XJBkRi,RB,1,2022
C0SpWQ,RB,1,2021
mEkvMR,RB,0.5,2022
gMzefL,RB,0.5,2021
D3SsLJ,NB,1,2018
TiHr0z,RB,1,2020
4WBzq4,RB,1,2019
1dlGUd,RB,1,2022
jIiD2v,RB,1,2022
ME0IB1,RB,0.5,2020
kdIyph,RB,0.5,2022
opwIPM,RB,1,2022
RQ3T1Q,NB,1,2018
HpnMqJ,RB,1,2022
d1frPT,NB,0.5,2022
xsrj3G,RB,0.3333333333333333,2020
kBfDSf,RB,0.5,2022
P2tZPe,RB,0.5,2018
HUxgVy,NB,1,2022
VrbHbV,RB,0.4166666666666667,2022
ayG3ju,RB,0.5833333333333334,2020
LNQpPd,NB,1,2020
KK0cL0,NB,1,2022
QqQtoS,RB,1,2021
AhOYov,RB,1,2022
q0rqlq,RB,0.5,2022
Hv43xy,RB,0.5,2018
z3rQKW,RB,1,2020
lW2IYx,RB,1,2020
sNLpnO,NB,0.75,2021
zuSbYI,NB,1,2022
AWQVQc,NB,0.5,2022
rUtetM,RB,1,2022
fVtAXY,RB,1,2021
3CYePP,NB,1,2020
IuJwRJ,RB,1,2019
WZFxx0,NB,1,2020
4GAYbx,RB,0.5,2021
AuGaZL,RB,1,2019
CXucvN,RB,0.5,2020
CwqTXP,RB,1,2022
ScYXvW,NB,1,2020
bmbSzX,NB,1,2021
Y2VQHL,RB,1,2022
nVmgmm,RB,1,2021
iewDsL,RB,1,2019
XQep4g,RB,0.5,2020
G2GFEv,RB,0.5,2019
IetHzA,NB,0.5,2022
QGniGx,RB,1,2021
OklEro,RB,1,2018
dXGoXE,RB,1,2022
vnlgF0,NB,1,2021
IPVXa1,RB,0.5,2020
ZyMzel,NB,0.5,2018
2Ow4yG,RB,1,2019
xMoSqo,RB,1,2021
ZIT4LW,NB,0.5,2022
feQQCV,RB,1,2020
4IbhO0,RB,1,2021
SQDzib,NB,1,2022
svIiPR,RB,1,2020
Mzh2V4,RB,1,2022
yhgff4,RB,1,2022
ehrt1P,RB,1,2019
coGutr,RB,0.5,2022
ySnWX1,RB,1,2018
zqBwSi,RB,0.5,2022
tqkXeD,RB,1,2020
EEDywv,RB,1,2022
Q3xNm4,RB,1,2022
V1Sh4n,RB,0.5,2019
fLtVDx,NB,0.75,2021
XsiBVe,RB,1,2021
qGJvcm,RB,1,2022
unAMsp,RB,0.5,2019
gEUmBI,RB,1,2018
VhiqpF,RB,1,2021
PpHy3U,RB,0.5,2021
ANs2ty,RB,0.5,2021
lrrWS0,RB,1,2018
YJgohQ,RB,0.16666666666666666,2022
M4YUGY,RB,0.5,2019
MQPHXG,RB,1,2019
REX1hF,RB,1,2020
trLuRr,RB,1,2022
OWKRww,NB,1,2019
Q3LoSe,NB,1,2022
nWRw3X,RB,0.5,2018
34DTHm,NB,1,2020
IVCkDp,RB,1,2020
EK0Iuc,RB,1,2018
sGSMcF,NB,1,2019
PuGAuk,RB,1,2020
LKjAJU,RB,0.5,2021
YbQFJb,RB,1,2019
zKSOLV,RB,0.5,2022
pix3UL,RB,0.5,2019
qBxiuW,NB,1,2018
dBEcs1,RB,1,2019
zvAfhL,RB,1,2020
QNmPWa,RB,1,2020
RcXTZX,NB,1,2021
ERJsSf,RB,1,2020
xRjWLG,NB,1,2019
3fTFpD,NB,1,2020
SSlocm,RB,1,2020
bpSdR1,RB,0.5,2018
FisBn3,RB,0.5,2021
mrLOg1,RB,0.6666666666666666,2018
40mxey,RB,1,2020
hLn4vA,RB,1,2022
XEhUpk,NB,1,2020
0dLKjX,RB,1,2022
3ut3hm,RB,1,2021
BIUxqE,RB,1,2021
LdqRwq,RB,0.5833333333333334,2022
cqrWv2,NB,0.5,2018
1d4ZjY,NB,1,2022
usOEZr,RB,1,2020
BbFRps,NB,0.5,2019
LQ2Gl0,RB,0.5,2022
UqOrVj,RB,0.5,2019
DdSChf,NB,1,2020
rDwGGH,RB,1,2018
fNlpIr,RB,1,2022
nAkxx4,RB,0.9166666666666666,2019
p10Jvp,RB,0.5,2022
3IA2oz,RB,0.5,2019
xxfwtz,NB,1,2022
h4gTf4,RB,0.9166666666666666,2020
oQjLqB,RB,0.5,2019
SgoOcL,NB,0.75,2019
mbqwUN,RB,0.5,2018
wGXXcD,RB,1,2022
cskc3h,RB,1,2020
GRImt0,RB,0.5,2019
TblaKn,NB,1,2020
rKpmlM,RB,0.5,2022
giswKS,RB,0.5,2020
3px4RO,RB,0.5,2022
BuXd4M,RB,1,2020
24lkWO,RB,1,2020
0wIafW,RB,1,2022
4L2m0a,NB,0.5,2022
4OJljH,RB,1,2020
0LPLAY,NB,1,2021
Y3cOeF,RB,0.5,2018
AMjnXI,NB,1,2021
rpVMcl,RB,1,2021
agiicL,RB,0.5,2018
jXXKJD,NB,0.3333333333333333,2020
O1Okyv,RB,0.5,2021
gZkecm,RB,1,2018
DZ3HG4,NB,0.6666666666666666,2019
XoJmmX,RB,1,2019
Hcl4TW,RB,0.5,2022
UywcQW,RB,0.5,2019
uZbyQQ,NB,1,2022
nyNhMX,RB,1,2019
DcXHQl,RB,0.5,2018
GAqh0y,RB,0.5,2020
qHSVff,RB,0.5,2019
Wwgnl0,NB,0.4166666666666667,2020
VIlWFX,RB,0.5,2021
KDsd3J,NB,1,2020
NC1bhV,NB,0.5,2019
Jlncpp,NB,1,2020
SDFAru,NB,1,2022
FhILeS,RB,1,2018
Rum2SB,RB,1,2018
JZQHCE,RB,1,2018
TB1Uns,NB,0.08333333333333333,2020
nzLSDV,NB,1,2021
neFaUT,RB,1,2021
SuUGKK,NB,1,2020
dHvBQJ,RB,1,2021
WvCWKZ,NB,0.3333333333333333,2021
tb0zZW,NB,1,2021
0Vdv3G,RB,0.5,2021
ogVUTN,NB,0.5,2020
TOxJaP,NB,1,2020
2mGGwY,RB,0.3333333333333333,2022
iM0vfG,RB,1,2020
TuhZZI,RB,0.5,2019
BXze3I,RB,1,2020
wiPkBE,NB,1,2021
4W3kFx,RB,1,2018
r0WrRz,NB,0.5,2022
hcgjdG,NB,1,2022
EEzh2g,RB,1,2021
SiGoCt,RB,1,2020
I4bchF,NB,1,2019
3idG3G,NB,0.5,2020
mcC1vn,RB,0.5,2022
oExU4Q,RB,1,2022
wShkxn,NB,1,2022
kZmSbS,NB,1,2019
Xphvea,RB,0.5,2022
M0PFrN,RB,1,2019
sPpfTB,RB,1,2019
tsuziC,RB,0.5,2022
AVZDUm,RB,1,2020
khowqx,RB,1,2019
GwvQHi,NB,1,2022
PJW10o,RB,1,2021
JDudmm,RB,0.5,2019
qrhmIj,RB,1,2022
tgugmM,RB,1,2020
C1kCdP,RB,1,2020
rkl3DR,NB,1,2022
zjvYoP,RB,1,2020
tLkflV,RB,1,2019
AEvJIJ,RB,1,2022
Dyt1Pd,NB,0.5,2022
JtyffT,RB,1,2022
inrpcx,NB,0.5833333333333334,2020
zUZw2y,NB,1,2018
Z1Ef42,RB,1,2021
HA1apC,NB,1,2018
iRNLi0,RB,1,2019
FHXj3N,RB,1,2022
ZfXWhr,RB,1,2019
c2Jjgr,NB,1,2021
OVtheH,RB,1,2022
WIGaMv,RB,0.25,2020
QdyxdS,NB,0.5,2021
LgakNE,RB,1,2021
UkxcFm,RB,0.5,2020
nGxO2l,RB,1,2021
ozz2vz,RB,1,2020
LysUFD,NB,1,2018
0u1ubV,RB,0.5,2021
UkkMdm,RB,1,2022
gCLyc4,RB,0.5,2020
ewYMuw,NB,1,2022
alKpz3,RB,1,2021
QVzc4u,RB,1,2018
FuHjWW,RB,1,2020
lNIkBT,RB,0.5,2021
SdmhFt,NB,0.6666666666666666,2018
jXDA0j,RB,1,2021
FtOyB3,RB,1,2022
hlwqrS,NB,0.5,2019
yTxPmM,RB,0.5,2022
pyHUre,RB,1,2022
wWkajE,RB,1,2022
RSBLCk,NB,1,2022
LCH3NS,RB,0.5,2019
GbwayX,RB,1,2021
quHlJc,RB,0.8333333333333334,2018
TwZTsc,RB,0.4166666666666667,2020
MxE2Dj,NB,1,2020
JPsnnv,NB,0.5,2021
tJhcqV,NB,1,2018
q2uwRv,RB,1,2018
GZxqjk,RB,1,2022
ccnc3e,NB,1,2018
aJHqsD,NB,1,2022
EswjMG,RB,0.5,2020
MH1OvF,NB,1,2022
DTeHl3,NB,1,2019
dmfRcn,NB,0.5,2020
4AyLVj,RB,1,2018
OHpgGh,RB,1,2022
REtYzK,RB,0.5,2019
KUMgXj,NB,1,2022
PmlkWi,NB,0.5,2020
CEYoa4,RB,1,2021
wWDmZg,RB,0.5,2022
q4lyWf,RB,0.5,2019
WXbWG2,RB,1,2021
ffm1yb,RB,0.5,2021
CrWU30,RB,1,2021
JagvGl,RB,1,2020
AYtqop,NB,1,2018
HFmVx4,NB,1,2019
eIlSiG,RB,1,2019
cdabyI,RB,1,2020
dzeOea,RB,0.5,2022
bW0YgA,NB,0.4166666666666667,2022
V0yTFA,RB,1,2019
zwtFkj,NB,0.5,2021
BZEw3x,NB,1,2020
MHXwb2,RB,0.4166666666666667,2018
fJjLb3,NB,0.5,2018
HmPYhK,RB,1,2022
2janHO,RB,0.5,2022
ihlQ0p,RB,1,2018
ewP2Uk,RB,0.5,2022
pgD0wR,RB,0.4166666666666667,2022
aQqlwP,RB,0.8333333333333334,2021
kqJNjy,NB,1,2018
iu1IwX,RB,1,2021
TKRJFk,RB,0.5,2022
iEAueH,RB,1,2021
QluSsI,RB,0.5,2022
MWEEfo,RB,1,2018
orIDAX,RB,1,2018
WiFduD,NB,0.9166666666666666,2018
SDjIay,RB,1,2022
pyWZPl,NB,1,2022
xuzPqx,NB,1,2019
mJIy4H,RB,1,2019
zh0Nve,RB,0.5,2020
1lm3Bn,NB,0.5,2021
VUzXKz,NB,0.5,2021
bgAzZd,RB,1,2019
PZFpsh,RB,0.5,2019
IKvspN,NB,0.5,2020
ySONU4,NB,0.5,2020
BvDjOZ,RB,1,2021
ZOIzrr,RB,0.4166666666666667,2022
GQXaWi,RB,0.5,2022
atxeBr,NB,1,2022
kU0OYR,RB,0.5,2022
coZKKC,RB,1,2022
XEGjg2,NB,1,2022
tGIGva,RB,1,2019
omfZsU,RB,0.25,2022
lwBwBY,RB,0.5,2019
jNQXEo,RB,0.5,2021
cme2uR,NB,0.5,2022
UYHTB2,RB,1,2020
dwITyN,NB,0.5,2020
MdJxvD,RB,1,2018
pt4ymF,RB,1,2022
aVT3eL,RB,0.5,2020
lKfCgs,RB,1,2018
DWVamX,RB,0.5,2019
p0BCuM,RB,1,2022
OEm3XF,NB,0.5,2018
XHNvEW,RB,1,2019
nxwNcJ,NB,1,2019
gnudrr,NB,1,2022
fGeVEm,NB,0.5,2019
EcDnOS,NB,1,2022
iQgHdK,RB,1,2018
mXqVIM,RB,1,2019
PTKLDx,RB,1,2022
AZYFvL,RB,0.5,2020
DZqkWf,RB,0.5,2021
2WJDUR,RB,0.5,2019
hl2HnJ,RB,1,2022
xFcILp,NB,0.5,2018
QWduek,RB,0.5,2021
fmqWJk,RB,1,2020
QuoAFC,NB,1,2019
uoNW1w,RB,1,2022
TI0bF0,RB,0.5,2021
wZourG,RB,0.5,2020
GaXdtE,NB,1,2018
ly3a2x,NB,1,2021
PzkIb4,RB,1,2019
4dAVpd,RB,0.5,2019
FB3dUJ,RB,0.5,2020
ffvSBq,RB,0.5,2018
sHAN2p,RB,1,2022
4WxmVd,RB,1,2021
mBzRxl,RB,1,2022
gTkxOe,NB,1,2022
YeovnI,NB,1,2019
J4JYY2,NB,0.5,2022
sVNOea,NB,0.3333333333333333,2022
iomluw,RB,0.5,2019
YhqTnl,RB,0.5,2021
F4v03B,RB,0.5,2019
UwpqU3,NB,1,2020
ZsUIWp,RB,1,2022
F4LaG0,RB,0.5,2018
CrXVFl,RB,1,2020
NKTGI5,RB,0.5,2022
urkrM1,NB,1,2018
SYO14O,RB,0.25,2018
BksDQu,RB,1,2021
P4pypN,RB,1,2022
aM4CLl,RB,1,2021
sFLspK,NB,1,2018
McOpEk,NB,0.5833333333333334,2020
1j1C2n,RB,0.5,2022
weHYsE,NB,1,2019
FmXIjx,RB,1,2018
aFRvP3,NB,1,2018
JrxqSd,NB,1,2018
KqPG2T,NB,1,2019
HwG4Ng,RB,0.5,2021
TnDENB,NB,0.5,2018
rMdExO,RB,0.5,2019
RIHWEn,RB,1,2022
QNnhJs,RB,0.5,2020
ofyOp2,RB,1,2022
KyOBui,RB,0.5,2020
V2bKYP,RB,1,2018
MRz4X1,NB,1,2022
wZFONk,NB,0.6666666666666666,2018
UHZuYf,RB,1,2022
4jbzTN,NB,1,2022
t3smNq,RB,0.5,2018
gXyIBT,RB,1,2020
qeJpXa,RB,1,2020
VVMYcJ,RB,1,2022
3kAjnU,RB,0.75,2019
OAYyDJ,NB,0.5,2018
Xv1rqr,RB,0.5,2021
KY0gy3,RB,1,2021
H0Tviz,RB,0.4166666666666667,2019
rf2XYu,RB,1,2022
unCnbS,NB,0.5,2022
QBHCMu,RB,1,2020
2jQXGc,RB,1,2020
NMR0lE,RB,1,2022
mbFjJi,RB,0.5,2022
FFT1tb,RB,1,2022
HUKkIw,NB,1,2018
ejSbum,RB,1,2018
3rXMcF,RB,0.5833333333333334,2022
0Gvz2K,RB,1,2018
XjTueA,NB,1,2022
pkFhzG,NB,1,2022
fl1Cut,RB,1,2021
SsDFH0,RB,0.5,2018
AXIpAP,RB,1,2021
sRmSYf,RB,1,2019
C13xyE,RB,1,2018
yvOuY1,NB,1,2019
ih24NE,NB,1,2020
mZm0j3,RB,0.5,2022
msyyZq,NB,0.5833333333333334,2020
XtqrlL,RB,0.5,2021
QrWTaD,RB,1,2022
IJjCzM,RB,0.5,2019
apSwoM,RB,0.25,2020
hSMmCN,NB,1,2018
ANslDX,RB,1,2022
ZdIPfh,NB,0.5,2022
NaD21H,NB,0.5,2019
gJzVJf,NB,1,2021
RfOQ0t,RB,0.25,2021
kWOZCN,RB,0.5,2018
Oz3TAe,RB,1,2020
QfLwpB,RB,1,2021
urKKrm,RB,0.5,2019
lfqadb,NB,1,2020
HgsjWb,NB,0.16666666666666666,2018
oB0TN0,NB,1,2021
ntroA0,NB,1,2022
ZIaTyF,RB,0.5,2019
zbwNec,RB,0.5,2021
hDEcg0,NB,0.5,2018
fwuoKQ,NB,1,2022
10HcdF,NB,0.8333333333333334,2022
4QCKGw,RB,1,2021
WZWGQU,NB,0.5,2020
TEjqkk,RB,1,2020
lLiMe3,RB,1,2019
QxxEXL,RB,1,2019
bbP1PJ,RB,0.3333333333333333,2018
WmnOQT,RB,1,2018
I20Ntt,NB,0.5,2018
mlyiXP,RB,1,2022
RcGgHz,RB,1,2018
Vy1HHA,RB,0.5,2020
h1U1By,NB,1,2022
Plnqrz,RB,1,2019
xIutDL,RB,1,2022
hHXhcW,RB,1,2018
zCYkQd,RB,0.5,2022
zuoIW1,RB,1,2022
1nT2Y1,NB,1,2018
cgHhGf,RB,1,2021
VT3oYp,RB,0.5,2021
DOe1Dm,RB,1,2022
LYRkKk,RB,0.5,2021
YXKtuG,NB,0.5,2020
jU3zgx,NB,0.5,2019
JTqNH4,RB,0.75,2020
jQ3yQs,NB,1,2021
Z3IlGq,RB,1,2021
laNRlL,NB,1,2021
DpFOWD,RB,1,2018
aeuSWB,RB,0.16666666666666666,2018
TEhlQ4,RB,1,2021
UqdM1F,RB,1,2022
KBIXtC,NB,0.5,2018
hd4RQn,RB,1,2019
JOQeAG,NB,1,2021
KvvicB,RB,0.5,2022
UKaYYN,NB,1,2019
0xLmoO,RB,1,2021
ckhKw4,RB,0.5,2018
gbxwwv,RB,0.25,2018
NFsYuJ,NB,1,2018
ZMOdkt,RB,1,2018
YGjPvy,NB,1,2020
zNgQxz,NB,0.5,2018
rGBKXv,RB,1,2022
ee4P3h,NB,1,2018
zBxjoA,NB,0.6666666666666666,2019
AZ4j0j,RB,1,2018
