id,age,gender,marital.status,yrs.licensed,region
KAFX3S,67,F,Married,42,A
IqeYUd,37,M,Single,10,H
iRzWJy,20,M,Single,4,A
kKLNHT,40,F,Widowed,14,D
QCyvlk,32,F,Separated,11,F
ZVdkTs,71,M,Divorced,46,C
MzQPL0,18,F,Single,2,H
Xas3Lx,32,M,Single,9,D
F4xsjf,45,F,Married,26,C
Vc4JrJ,59,M,Married,37,B
VCQvCh,41,M,Married,18,D
DexRoe,58,F,Single,31,C
BAiIVr,20,M,Married,1,J
uPgdug,55,M,Divorced,29,A
eOilDx,37,M,Married,11,F
hahcUx,33,M,Married,11,I
Poh2o3,51,F,Married,25,B
YuOXFT,54,F,Widowed,23,A
zp4Vgm,41,f,Married,18,E
PWxyR2,26,F,Single,7,B
iCPEoT,55,F,Divorce,35,A
fQq1yO,49,F,Married,23,C
aPMokr,39,M,Divorced,16,A
YuvRE3,36,M,Divorced,9,H
q0QosF,49,F,Married,32,D
wiVFYH,NA,M,Singlr,15,E
CNReuo,33,M,Single,13,B
M4WyEN,35,F,Married,12,H
jM4Swi,25,F,Married,6,B
BEDAIc,53,F,Married,29,A
rTxlhM,62,F,Single,34,C
NDKfbp,52,F,Married,34,E
mxazPT,41,M,Married,23,E
Ume0jc,49,F,Married,19,I
sX0vR3,33,M,Single,14,H
omXxrj,30,F,Single,11,E
RH3Fvs,46,F,Widowed,23,B
JXX2AJ,22,M,Single,5,A
FZDJHV,40,M,Widowed,18,A
fmlOQ1,21,M,Single,4,F
ThaSPq,43,F,Married,21,G
CdxBeM,35,F,Single,12,G
Ulz2ah,32,M,Married,13,C
ZPpThW,35,M,Married,16,D
V1NxGi,36,F,Married,17,F
KOdtW1,54,M,Married,20,A
NhIVKI,40,M,Single,9,A
TrvBgk,67,F,Married,48,G
1ri2L0,49,M,Divorced,24,A
radDnL,39,M,Single,6,B
kJhqcF,26,F,Married,10,G
PGwNrN,57,F,Divorced,38,H
cNHwPk,52,M,Married,34,A
3wMlUG,29,F,Widowed,10,J
1pWHuN,47,F,Married,13,C
xHqqPb,55,M,Married,33,A
Mmlvgr,48,F,Divorced,24,A
KXczPV,47,M,Married,14,A
ZpmYGS,74,M,Married,50,G
syuiRc,39,F,Single,6,H
MwnEtc,30,F,Single,5,L
x0pMGi,36,F,Married,16,A
y1IQRw,24,F,Single,3,G
CPzuaD,34,F,Single,15,A
OifGXq,27,F,Married,5,C
dyvjoI,48,F,Married,23,B
Y3FoIj,28,M,Married,8,A
ReddKn,56,F,Widowed,36,F
wY1Wpm,35,F,Single,18,K
lwF2kE,35,M,Single,11,A
aTdvz0,40,F,Married,21,A
BwIyvc,31,F,Single,10,C
d2ifFL,44,F,Married,15,C
ykrZYP,43,F,Married,20,D
rCIZYb,51,F,Married,28,B
JqRpBY,44,F,Married,18,D
drpDEk,50,F,Married,18,G
LA1xbj,48,M,Single,19,G
NWpOEm,84,M,Married,49,B
BQHrpc,70,M,Married,39,F
bxFvdA,36,F,Married,13,A
1jgJGx,70,F,Single,44,G
LFJLNx,49,M,Widowed,24,B
g0rn3D,37,M,Single,16,C
WOmtJM,21,M,Single,3,I
1PMtKJ,35,M,Single,14,B
BPnvWo,81,F,Widowed,61,G
KmQgIZ,60,M,Married,27,A
DzogD3,59,M,Married,38,I
eEiLRb,34,F,Single,15,G
B3XULj,29,F,Divorced,11,I
F3LMKh,63,F,Single,41,A
4lgqbk,41,M,Married,21,C
RmH2va,76,M,Married,36,B
uf3QGm,40,F,Single,14,D
Wp4E1l,31,F,Married,10,A
LLBjDB,47,M,Divorced,25,A
HV3oTZ,61,F,Married,31,A
a4AKgS,44,F,Divorced,24,D
iiteq1,45,M,Divorced,18,A
lHwuMO,46,M,Divorced,12,A
NQbOfO,34,F,Married,12,B
yTlpSN,20,M,Single,3,D
qLiYXR,41,M,Married,11,D
EnHOMf,42,M,Single,25,A
zfGRAb,31,F,Single,5,D
KOCuHL,49,M,Married,27,C
CNJCED,38,M,Married,17,G
gDrjdr,48,M,Married,20,A
h0GWQv,78,M,Divorced,44,D
gCbAcY,78,F,Widowed,45,G
aFxkmA,44,F,Married,24,A
skQxfY,40,M,Married,19,F
eEyxIN,48,F,Married,29,C
VaH1Un,43,M,Single,26,L
qpUAK1,56,F,Widowed,30,D
lVmOtV,34,M,Single,7,I
GwBzZN,29,M,Married,8,A
phG4Op,41,F,Married,17,A
lmOGJC,30,M,Single,6,D
RgWvhy,56,M,Widowed,29,D
FfVvFN,30,F,Divorced,13,E
rQgPOs,41,F,Married,22,K
hYN1mP,59,F,Married,39,C
KBGAa0,28,M,Single,10,B
KTexTx,37,M,Married,18,D
CeocJT,33,F,Single,9,C
ZzOOaz,39,F,Married,16,L
VYSXCN,69,M,Married,41,G
WLAOvh,40,F,Married,20,G
qgsPTV,30,F,Divorced,13,F
U4LW3C,39,M,Married,10,H
WPze22,72,M,Separated,42,K
4DFtuc,50,M,Widowed,21,E
Sbe3Ah,17,M,Single,1,C
PP0yve,31,M,Married,9,H
xwlNQB,58,M,Divorced,31,I
GkUpsn,28,F,Married,11,H
hpuTlG,23,F,Single,2,E
geOsWP,64,M,Married,43,B
DzVbXR,55,M,Single,36,C
ubBpgB,49,F,Widowed,29,D
ImiEOS,33,M,Married,14,C
hlAZNW,34,F,Divorced,13,M
FKKufA,61,F,Married,34,E
oiAWhn,23,M,Single,6,A
me3lxa,57,F,Widowed,39,A
4reBk0,52,F,Married,21,D
TsQXYD,34,M,Widowed,16,C
jQduje,61,M,Divorced,40,E
DThq3f,34,M,Single,11,C
Bh2ciN,40,M,Married,17,B
iq4TkD,25,F,Single,7,C
zQIbUd,34,F,Married,14,F
ubhSEA,37,M,Single,20,C
UtYapL,44,F,Divorced,24,H
EjqQKq,64,F,Single,33,F
GgNHef,21,M,Married,4,C
ZLAvBH,29,F,Married,9,A
pFmn0L,57,F,Married,37,E
FZ0YAa,70,F,Widowed,52,C
Xdopum,41,M,Married,20,G
mNlKUr,53,M,Married,29,C
Rn11Gu,51,M,Single,27,A
RySq4q,40,M,Widowed,22,F
cFCzGB,27,F,Married,6,A
AArJdQ,36,F,Married,9,D
ULzZjT,87,F,Married,64,A
IQIXRj,40,F,Married,8,H
X0nETP,53,F,Married,32,B
SK0mPe,40,M,Married,15,B
tFAnWi,30,F,Single,12,A
MyULNr,25,M,Single,7,C
Lu3yJv,32,F,Married,6,E
11cgb0,59,F,Married,39,E
auewat,76,F,Married,53,E
nOW20o,50,M,Married,13,C
FTOxhq,46,F,Married,20,G
Zv4whX,59,M,Widowed,37,D
yjDcvL,42,M,Married,20,A
ayedYE,34,F,Married,14,I
NccKBk,67,M,Divorced,37,B
rmUrIK,73,F,Married,51,B
ElUfZ3,33,F,Single,10,F
hmWol4,64,M,Married,33,H
QICrHY,32,M,Single,14,J
HdYXSE,24,F,Single,6,A
RnLVAr,41,M,Married,22,D
SLA0tx,23,M,Single,5,A
vGlRkx,35,F,Single,18,A
gGybmT,50,F,Married,30,D
kRKqdc,30,F,Married,13,D
XnT3xH,35,M,Divorced,16,E
eoSuYl,63,F,Married,28,H
ElANS0,32,M,Single,16,H
Weviae,40,M,Married,17,I
Anam33,25,F,Divorced,8,B
NE3d2x,74,M,Married,52,A
uKmnDJ,40,F,Single,16,A
yRCiEu,57,M,Married,24,B
1P332k,21,M,Married,3,E
ZVjvzI,23,F,Single,5,A
DeocFO,67,M,Single,34,F
BvpijV,57,F,Divorced,36,B
P1OFv1,40,F,Married,20,E
0svSyB,51,M,Married,23,D
zht2Ms,45,F,Married,28,G
BRAK0S,53,F,Separated,34,H
UsVvaN,36,F,Single,17,A
jSRrIp,44,F,Married,21,C
RCEHAg,63,F,Married,41,F
nKsZfj,28,F,Married,10,G
CBulQT,37,F,Single,17,I
VLGzwO,26,M,Single,7,A
dKPIRY,68,M,Widowed,46,A
KHtUxb,54,F,Married,27,C
iARPgW,29,F,Single,11,F
EnwWn2,22,F,Married,5,F
IRNZuQ,69,M,Single,37,H
egSbXT,64,M,Married,38,G
wujbXM,71,M,Married,43,C
OtNZSY,25,F,Married,3,A
HWoMTn,70,F,Divorced,46,D
gDWJGF,40,M,Widowed,6,E
PCMQnA,35,F,Married,14,D
FxmzFE,43,F,Widowed,14,H
AAoTWp,33,M,Single,14,B
Rp4RPB,46,F,Married,24,B
Rrj4zP,74,f,Singlr,31,F
0TvqMd,50,M,Single,24,A
vVgRQg,41,F,Married,18,C
QjFBVi,35,M,Single,14,C
A1LYdR,20,F,Single,3,I
aHRPYq,34,NA,Married,13,B
idTKxD,47,F,Married,28,A
zvAYxY,54,F,Widowed,25,H
qxtier,39,F,Single,16,F
CEIbYb,33,M,Single,15,C
OlOmtE,49,F,Married,18,H
iLLNeY,35,M,Married,10,F
TUvCiK,24,f,Single,6,G
KDCedO,49,M,Married,32,C
WBzwsX,39,F,Married,19,A
OsVUch,19,M,Single,2,F
wvtjnS,56,F,Married,31,B
ZDmMPe,46,M,Married,26,C
ouitT4,55,M,Single,20,E
HCbWWD,55,M,Married,38,D
EnweFr,56,M,Divorced,27,D
VFyLNI,19,M,Single,3,B
zrtlH3,60,M,Married,28,A
1orG1z,32,F,Divorced,15,A
KHNsRf,40,F,Married,17,G
lYAWvG,38,M,Married,15,D
0NiMcf,34,F,Separated,13,C
hifYJ4,59,F,Married,41,F
4GXoPK,72,F,Married,50,C
mpX222,38,M,Divorced,11,E
STbr4Y,40,F,Married,18,J
AQyIFu,78,M,Married,52,A
HtNI2A,40,F,Divorced,11,I
kgZ4Aj,50,F,Single,16,J
qwWbAa,32,M,Married,13,C
ogiWK4,22,M,Single,4,A
gNFfu3,45,F,Married,20,I
zmYkHI,71,M,Single,30,D
kRumQW,31,F,Married,13,A
tF3gwf,32,M,Single,15,E
JmbekN,43,F,Single,20,F
fREFMX,34,F,Married,13,C
Qa4pRA,39,M,Married,17,E
jRfThI,31,M,Divorced,12,F
tHdxQl,26,F,Married,5,L
2tm0DU,34,M,Single,13,B
urXlaD,41,F,Divorced,17,A
PpvZho,40,F,Single,23,A
sJna0g,36,M,Single,16,L
xulqYt,27,M,Single,10,D
ZvGTLJ,62,F,Married,34,A
1aCLME,32,F,Married,10,B
A02YlN,51,M,Widowed,28,E
AnF3rS,26,F,Married,8,A
2jjReU,53,F,Divorced,34,A
2qMOWw,43,F,Single,14,C
ld2eOf,41,M,Divorce,15,C
TrACQf,70,F,Married,45,A
q24WTe,43,M,Divorced,21,C
gswf1z,34,M,Single,15,C
dT4wcj,27,M,Married,6,A
iejELv,22,F,Single,5,H
UkVUzD,38,M,Divorced,11,H
AqmIoo,36,M,Married,19,B
DIuOGJ,67,F,Married,43,J
X1pEWO,19,F,Single,3,B
syIZTW,36,F,Married,11,E
kTXpdt,24,F,Single,6,B
MM2hZG,44,M,Single,19,A
v0fMVq,32,M,Married,7,B
CSEpbQ,55,F,Married,34,K
fKLQBV,54,M,Married,35,D
UWHbXK,26,F,Single,4,D
ATotFX,47,F,Married,13,D
szrfBj,37,F,Married,17,G
vbFGFh,64,M,Married,30,F
l3YWSl,38,F,Married,14,I
u4Mhay,52,F,Married,18,F
kOUh0D,38,M,Married,18,E
lQiWlV,70,F,Married,38,B
Zv1ogj,53,F,Married,32,C
PIEZi3,53,M,Married,31,H
HYEAwj,41,F,Married,17,A
IyiPuK,40,F,Divorced,19,C
OErCZ3,47,F,Separated,7,C
1fKx4c,20,F,Single,2,G
3EZRbw,63,M,Single,35,D
OCjTQl,64,F,Married,26,D
0rNQBv,23,m,Singlr,5,A
pmmmeR,22,F,Single,4,D
gNoHzE,18,M,Single,2,E
VGrYYo,78,M,Married,60,E
iDjDJg,64,M,Widowed,32,A
bBRLZN,47,F,Married,24,B
1PtLjB,25,M,Married,9,A
NPBvIn,68,M,Married,39,K
qVcnxc,43,F,Married,20,J
jAhPkY,47,M,Married,30,E
DyJjFY,64,M,Divorced,46,C
L1jptS,61,F,Married,29,G
jfcsXD,66,M,Divorced,41,D
NCwlQC,26,F,Single,7,C
z0kyXR,38,F,Married,17,I
taTQ4B,44,F,Single,19,H
J4Gxsr,22,M,Single,4,A
kUTVyY,52,M,Divorced,27,B
SqTAXp,57,M,Divorced,30,C
XDzwfW,20,F,Single,3,C
PMXPgP,40,F,Married,15,C
nuW1UW,51,M,Married,20,A
N4GRwR,63,F,Married,36,D
kmThsR,68,M,Single,37,B
Fem3K3,65,F,Single,37,A
0yMvGc,64,M,Married,45,D
d0Z04c,23,M,Single,6,B
ECO4MT,53,M,Married,34,E
ozCUhL,73,M,Widowed,54,E
lZyKZY,79,F,Married,55,A
glwjEm,49,F,Married,21,J
0Cbvxy,31,F,Single,11,G
fAPmSW,38,M,Single,19,D
ZBWkkA,24,M,Single,5,C
ohCsBL,37,F,Married,10,A
3fuuUg,47,M,Single,24,G
0eKY2L,28,F,Married,9,C
HXpNQx,58,F,Divorced,31,B
UCgJZA,39,M,Single,19,B
zTxMUm,30,F,Single,8,B
4lIsVB,78,f,Single,50,F
lOtrYN,40,M,Married,10,F
XlSVYm,51,F,Married,26,I
KsfxAQ,44,F,Single,18,A
R3b2gH,52,M,Married,20,L
BYgso1,39,M,Single,19,E
MIWbnD,62,M,Married,38,H
kQVRMd,35,F,Single,10,F
t1ueut,29,F,Single,11,F
TOAJAz,66,M,Divorced,44,E
fBfFcU,41,F,Married,16,E
2BhwTf,43,M,Separated,16,F
EBTom1,54,M,Divorced,31,J
enTNtm,52,F,Divorced,27,G
3Pc0Zt,26,M,Single,7,A
DHaboU,47,F,Divorced,18,E
ZaswfR,48,M,Married,23,B
yEbpXh,45,F,Married,17,G
cUMf1Y,52,F,Widowed,30,B
LkhMWW,21,F,Married,3,C
z0dvDF,48,M,Married,26,C
EQ2oAz,61,F,Married,30,J
qUFUWc,41,F,Married,18,A
Gzqxii,29,F,Married,11,C
NtsrwJ,52,F,Married,26,E
VjKjfp,73,F,Single,54,B
Mxzlgk,40,M,Married,14,A
Q3dfSS,34,M,Married,16,E
Bxx3H1,41,M,Married,20,A
ts2BHQ,35,M,Divorced,8,B
iGUn4y,27,F,Married,5,D
SOxa1z,49,F,Married,24,F
dRT43N,33,F,Single,11,F
ema1pq,54,M,Married,26,D
ERCBe1,40,F,Married,14,D
3tOqUv,32,M,Single,7,H
MZSzcB,22,M,Single,6,C
0LJLvN,58,M,Married,29,G
JeTlmA,53,M,Single,28,E
RkRN2j,36,M,Married,15,D
nZx42j,31,F,Divorced,6,B
ZaZ4PS,39,F,Single,19,B
nluNrc,46,M,Married,25,C
HKYYHY,35,M,Single,14,H
vMwpOX,52,M,Widowed,32,B
0pa2zI,35,F,Married,13,M
piGfYm,68,M,Married,39,D
kLmj4M,30,M,Married,10,K
mmGO0h,44,F,Divorced,22,E
tLTpLE,24,M,Single,7,D
kJ0LPC,62,F,Married,32,A
juxuUw,56,F,Married,34,A
hfUYBq,38,F,Single,19,J
Xn0VBM,26,M,Single,9,I
XLMMRN,63,M,Widowed,27,A
cZBXHF,40,m,Separate,19,D
lMrOBx,56,M,Widowed,23,E
ItzsEi,69,M,Married,38,B
OLmvu4,37,F,Married,15,A
pqYxXW,39,F,Married,18,F
Slx2Hl,43,M,Single,23,G
WYQpGp,47,F,Married,19,A
OmvUQl,21,M,Single,2,F
1ObcWS,48,M,Married,22,I
ucfDuW,48,F,Divorced,30,E
EVnTJK,34,M,Single,11,E
D0ZJQX,48,M,Single,24,M
kkuYLr,20,M,Single,4,K
HrGagM,32,F,Single,9,B
iNM1qz,37,F,Married,14,H
vV2bNr,40,M,Married,20,D
lUxMmm,45,M,Widowed,25,A
jpxmOe,66,F,Single,38,B
mWBvMh,18,F,Single,1,A
1xXoyX,21,M,Single,4,B
1tyhWK,70,F,Single,53,C
FWca2v,49,M,Married,23,D
1HTQbb,17,F,Single,1,D
jReLYI,44,M,Divorced,25,A
Mo2s2A,60,F,Married,37,D
Gi0kWN,54,F,Married,27,C
1NkkZc,42,M,Married,17,A
VLsyJt,20,F,Single,3,A
sjFFwe,43,M,Married,26,B
k3zpzu,35,F,Married,12,D
KJSnaO,61,M,Married,40,A
rhpNVu,21,M,Single,4,H
MvCIcE,55,M,Separated,32,F
4MZCWv,47,F,Single,22,B
nL3nnP,51,F,Single,21,C
ook1jm,40,M,Married,19,B
PfwAP4,56,F,Married,31,F
KAleJl,50,F,Married,23,A
wmRlmR,34,M,Single,5,J
LdyqGb,59,F,Married,41,A
r43mZg,39,F,Single,17,A
4dELGj,43,M,Single,22,B
JMWtH4,25,F,Single,6,G
z3oBKR,47,F,Widowed,19,C
zmGbQn,23,F,Single,4,C
H0hyNt,22,M,Single,4,H
Wn2kFG,41,M,Married,12,E
UEj4Tg,53,M,Married,29,F
nvEyd0,63,F,Married,30,E
PRAWgT,61,M,Widowed,26,E
yjaNQA,20,M,Single,3,A
bMIyxE,77,M,Married,53,A
sBbTgX,50,M,Single,22,E
qDqvOw,49,F,Widowed,19,A
WkWRxB,32,F,Married,14,F
KWErEg,38,M,Married,15,G
aXt3OV,68,M,Widowed,47,A
3jPRrG,73,M,Married,43,D
mem4OU,37,M,Married,11,F
cIN1ic,41,M,Widowed,22,B
AE0yAR,28,F,Single,7,B
iiaHeL,28,M,Single,10,E
aZnE4D,30,M,Married,11,A
kklpUO,27,F,Single,5,D
F3kdrU,30,M,Divorced,12,M
rHHs3F,45,F,Married,22,H
GMPSNw,59,F,Married,31,B
Ii2oJZ,36,F,Single,17,G
QxbHFV,46,F,Single,21,L
XJBkRi,58,F,Divorced,27,E
C0SpWQ,21,M,Single,3,D
mEkvMR,47,M,Single,29,G
gMzefL,82,F,Married,58,C
D3SsLJ,40,F,Single,11,A
TiHr0z,50,M,Widowed,27,C
4WBzq4,54,M,Married,28,D
1dlGUd,60,M,Married,33,A
jIiD2v,22,F,Single,3,F
ME0IB1,36,F,Married,12,A
kdIyph,39,M,Single,16,B
opwIPM,38,F,Single,17,C
RQ3T1Q,28,F,Single,8,I
HpnMqJ,61,M,Married,35,E
d1frPT,39,M,Married,11,A
xsrj3G,27,F,Married,10,B
kBfDSf,43,M,Married,22,D
P2tZPe,47,F,Married,23,F
HUxgVy,51,F,Married,29,E
VrbHbV,65,M,Married,37,E
ayG3ju,41,F,Married,22,C
LNQpPd,48,M,Married,15,C
KK0cL0,63,F,Single,39,A
QqQtoS,32,F,Divorced,14,B
AhOYov,45,F,Single,22,E
q0rqlq,25,F,Single,7,G
Hv43xy,26,M,Married,8,D
z3rQKW,38,M,Single,19,A
lW2IYx,41,F,Single,21,G
sNLpnO,56,F,Married,27,E
zuSbYI,47,M,Divorced,20,D
AWQVQc,53,M,Separated,18,F
rUtetM,34,F,Divorced,16,B
fVtAXY,31,F,Married,9,H
3CYePP,55,F,Married,37,C
IuJwRJ,73,M,Single,51,F
WZFxx0,62,F,Single,37,D
4GAYbx,52,F,Widowed,35,E
AuGaZL,51,M,Married,29,B
CXucvN,23,M,Single,5,A
CwqTXP,42,F,Married,19,B
ScYXvW,67,F,Widowed,48,F
bmbSzX,38,M,Widowed,16,D
Y2VQHL,47,M,Married,28,D
nVmgmm,36,F,Married,12,A
iewDsL,37,M,Single,10,G
XQep4g,44,M,Single,16,B
G2GFEv,38,F,Married,15,B
IetHzA,83,F,Married,57,E
QGniGx,44,M,Widowed,22,C
OklEro,45,F,Married,23,E
dXGoXE,26,M,Single,8,E
vnlgF0,48,M,Single,27,H
IPVXa1,40,M,Married,21,H
ZyMzel,44,M,Married,23,B
2Ow4yG,32,M,Single,13,F
xMoSqo,55,F,Widowed,28,I
ZIT4LW,45,M,Married,29,B
feQQCV,46,F,Married,14,E
4IbhO0,62,F,Widowed,43,D
SQDzib,48,F,Widowed,15,H
svIiPR,60,M,Married,36,G
Mzh2V4,30,F,Married,11,C
yhgff4,58,M,Married,34,B
ehrt1P,24,M,Married,6,K
coGutr,20,F,Single,4,A
ySnWX1,66,M,Married,44,B
zqBwSi,83,F,Married,60,E
tqkXeD,34,F,Married,12,E
EEDywv,65,M,Widowed,32,A
Q3xNm4,50,M,Married,30,J
V1Sh4n,50,f,NA,24,B
fLtVDx,60,M,Married,32,D
XsiBVe,47,F,Married,23,D
qGJvcm,37,F,Widowed,18,D
unAMsp,19,M,Single,1,H
gEUmBI,24,F,Married,6,G
VhiqpF,44,M,Single,22,G
PpHy3U,32,M,Married,11,G
ANs2ty,22,M,Single,5,A
lrrWS0,41,F,Single,20,B
YJgohQ,29,M,Married,12,F
M4YUGY,41,M,Married,18,H
MQPHXG,76,F,Widowed,49,C
REX1hF,41,F,Single,21,H
trLuRr,65,M,Divorced,48,B
OWKRww,66,M,Single,42,I
Q3LoSe,45,F,Divorced,11,D
nWRw3X,53,M,Widowed,26,H
34DTHm,28,M,Single,10,A
IVCkDp,20,M,Single,2,C
EK0Iuc,59,F,Widowed,40,H
sGSMcF,27,M,Married,3,F
PuGAuk,28,M,Single,10,L
LKjAJU,31,F,Married,8,B
YbQFJb,20,M,Single,4,H
zKSOLV,59,F,Married,35,F
pix3UL,44,F,Single,20,A
qBxiuW,81,M,Single,61,A
dBEcs1,50,M,Widowed,25,F
zvAfhL,28,F,Single,5,C
QNmPWa,59,F,Single,26,A
RcXTZX,66,M,Widowed,45,I
ERJsSf,32,M,Married,14,A
xRjWLG,58,M,Married,24,A
3fTFpD,54,F,Single,28,H
SSlocm,48,F,Married,26,C
bpSdR1,38,F,Married,19,A
FisBn3,26,F,Single,7,C
mrLOg1,18,F,Single,1,D
40mxey,34,F,Single,12,G
hLn4vA,50,M,Married,30,J
XEhUpk,64,M,Widowed,35,B
0dLKjX,36,F,Divorced,16,L
3ut3hm,27,F,Married,7,A
BIUxqE,57,M,Widowed,35,B
LdqRwq,28,M,Married,10,F
cqrWv2,30,F,Separated,10,F
1d4ZjY,34,M,Married,14,B
usOEZr,49,m,Widowed,21,E
BbFRps,28,F,Married,6,B
LQ2Gl0,58,M,Divorced,40,H
UqOrVj,57,F,Widowed,24,E
DdSChf,71,M,Married,47,A
rDwGGH,27,F,Single,5,F
fNlpIr,65,F,Married,41,A
nAkxx4,53,M,Married,30,A
p10Jvp,19,M,Single,3,C
3IA2oz,40,F,Divorced,20,D
xxfwtz,36,M,Widowed,15,D
h4gTf4,46,M,Married,25,I
oQjLqB,37,M,Married,14,F
SgoOcL,88,M,Married,67,K
mbqwUN,57,F,Married,35,A
wGXXcD,58,F,Single,30,B
cskc3h,40,F,Married,15,A
GRImt0,42,F,Married,25,B
TblaKn,20,M,Single,4,B
rKpmlM,49,F,Married,24,B
giswKS,43,F,Married,16,A
3px4RO,65,F,Married,47,D
BuXd4M,40,M,Widowed,13,A
24lkWO,35,M,Married,16,A
0wIafW,36,M,Married,14,E
4L2m0a,34,F,Widowed,16,I
4OJljH,48,M,Single,29,D
0LPLAY,60,M,Single,37,E
Y3cOeF,45,F,Married,22,D
AMjnXI,52,F,Married,30,D
rpVMcl,48,F,Married,20,I
agiicL,57,M,Married,22,L
jXXKJD,29,M,Married,10,A
O1Okyv,52,M,Single,26,H
gZkecm,77,M,Widowed,57,A
DZ3HG4,35,F,Married,15,A
XoJmmX,37,F,Married,11,D
Hcl4TW,65,M,Single,35,A
UywcQW,25,M,Widowed,8,B
uZbyQQ,41,F,Single,18,A
nyNhMX,62,M,Married,39,A
DcXHQl,35,M,Widowed,12,G
GAqh0y,25,F,Married,6,A
qHSVff,28,M,Single,8,C
Wwgnl0,33,M,Married,15,J
VIlWFX,22,M,Single,4,A
KDsd3J,22,F,Single,5,A
NC1bhV,41,M,Married,22,A
Jlncpp,48,F,Married,24,G
SDFAru,28,M,Divorced,11,C
FhILeS,46,M,Widowed,12,L
Rum2SB,26,M,Single,7,F
JZQHCE,37,M,Married,14,A
TB1Uns,57,M,Married,34,G
nzLSDV,24,M,Single,5,H
neFaUT,41,M,Married,18,C
SuUGKK,58,F,Married,26,A
dHvBQJ,54,M,Married,35,F
WvCWKZ,31,F,Single,12,B
tb0zZW,55,M,Married,39,C
0Vdv3G,51,M,Widowed,27,A
ogVUTN,70,M,Married,52,E
TOxJaP,50,F,Divorced,31,K
2mGGwY,43,M,Married,25,F
iM0vfG,30,M,Married,13,H
TuhZZI,80,F,Married,56,D
BXze3I,49,M,Married,17,F
wiPkBE,20,F,Single,2,F
4W3kFx,36,F,Married,11,A
r0WrRz,46,M,Married,18,E
hcgjdG,40,F,Widowed,16,A
EEzh2g,29,F,Widowed,9,H
SiGoCt,35,F,Single,16,C
I4bchF,44,F,Single,25,E
3idG3G,34,F,Married,17,C
mcC1vn,66,F,Divorced,25,E
oExU4Q,30,F,Married,12,E
wShkxn,76,F,Divorced,39,E
kZmSbS,35,M,Single,14,E
Xphvea,46,M,Married,28,F
M0PFrN,46,M,Married,25,C
sPpfTB,39,M,Widowed,16,H
tsuziC,28,F,Single,6,K
AVZDUm,62,M,Married,40,K
khowqx,39,F,Married,7,A
GwvQHi,42,M,Married,22,G
PJW10o,21,F,Single,4,E
JDudmm,18,F,Single,2,C
qrhmIj,63,M,Married,39,D
tgugmM,68,M,Divorced,45,G
C1kCdP,56,F,Divorced,34,B
rkl3DR,53,F,Single,28,B
zjvYoP,31,F,Single,14,A
tLkflV,28,M,Single,6,A
AEvJIJ,34,F,Married,14,K
Dyt1Pd,38,F,Widowed,17,E
JtyffT,45,M,Widowed,15,A
inrpcx,78,M,Married,50,G
zUZw2y,63,F,Married,30,A
Z1Ef42,27,F,Single,6,D
HA1apC,25,M,Single,5,D
iRNLi0,24,M,Single,6,F
FHXj3N,28,F,Divorced,10,E
ZfXWhr,30,M,Married,11,H
c2Jjgr,22,M,Single,5,G
OVtheH,62,F,Married,36,C
WIGaMv,50,M,Married,17,D
QdyxdS,24,M,Single,5,H
LgakNE,35,M,Married,14,J
UkxcFm,49,M,Married,14,F
nGxO2l,29,F,Divorced,11,D
ozz2vz,62,M,Single,37,A
LysUFD,58,M,Married,38,A
0u1ubV,63,F,Widowed,36,E
UkkMdm,72,F,Married,49,F
gCLyc4,61,m,Married,NA,E
ewYMuw,66,F,Widowed,41,B
alKpz3,47,M,Single,24,A
QVzc4u,62,M,Separated,42,G
FuHjWW,65,M,Widowed,37,C
lNIkBT,38,F,Single,11,N
SdmhFt,66,M,Married,47,C
jXDA0j,40,M,Married,24,K
FtOyB3,43,F,Married,21,C
hlwqrS,43,F,Single,21,E
yTxPmM,69,M,Married,47,C
pyHUre,42,M,Widowed,23,F
wWkajE,37,F,Married,7,A
RSBLCk,53,M,Married,25,C
LCH3NS,29,F,Single,8,F
GbwayX,36,F,Married,12,B
quHlJc,48,F,Married,23,G
TwZTsc,28,M,Single,9,I
MxE2Dj,68,F,Married,46,B
JPsnnv,43,F,Married,11,C
tJhcqV,80,M,Married,59,B
q2uwRv,45,M,Married,28,D
GZxqjk,69,F,Married,46,E
ccnc3e,64,F,Married,35,A
aJHqsD,42,F,Single,20,J
EswjMG,31,M,Married,14,D
MH1OvF,39,M,Separated,11,E
DTeHl3,43,F,Single,11,C
dmfRcn,36,M,Single,18,D
4AyLVj,45,M,Married,23,A
OHpgGh,37,F,Single,15,C
REtYzK,44,F,Married,10,A
KUMgXj,48,M,Married,24,E
PmlkWi,26,M,Married,6,A
CEYoa4,60,F,Married,32,D
wWDmZg,45,F,Widowed,11,A
q4lyWf,77,F,Married,54,F
WXbWG2,33,F,Single,14,B
ffm1yb,32,F,Single,10,B
CrWU30,33,F,Married,12,B
JagvGl,37,M,Married,16,B
AYtqop,26,M,Single,6,H
HFmVx4,51,F,Married,25,B
eIlSiG,40,F,Single,20,F
cdabyI,65,M,Widowed,42,A
dzeOea,42,M,Married,19,B
bW0YgA,59,M,Single,40,A
V0yTFA,34,M,Single,5,C
zwtFkj,30,F,Separated,10,D
BZEw3x,51,F,Single,33,D
MHXwb2,45,M,Married,20,F
